student_id,gender,school_type,location,extracurricular,parent_education,income_level,study_hours_per_day,attendance_pct,sleep_hours,math_score,science_score,english_score,social_score,average_score,grade
STU0670,Female,Private,Rural,Dance,Secondary,Low,5.4,87.2,7.8,76.4,82.1,77.4,65.4,75.32,B
STU0671,Male,Private,Semi-Urban,Sports,Secondary,Middle,3.1,65.7,8.7,81.8,81.2,73.3,59.3,73.9,B
STU0672,Male,Government,Rural,Coding,Secondary,,3.7,77.8,6.9,69.5,58.6,68.9,58.6,63.9,C
STU0673,Female,Private,Urban,Art,Graduate,Middle,2.3,56.1,5.5,74.2,71.8,75.5,70.3,72.95,B
STU0674,Female,Government,Rural,Art,Graduate,Middle,3.3,86.5,6.5,74.3,73.6,76.3,67.4,72.9,B
STU0675,Male,Government,Rural,Music,Post-Graduate,Low,4.1,99.6,7.3,69.9,75.6,68.9,67.2,70.4,B
STU0676,Female,Private,Urban,Art,,Middle,5.1,96.6,7.2,88.9,90.6,86.6,88.4,88.62,A
STU0677,Female,Government,Urban,Art,Graduate,Low,3.9,88.1,,79.0,79.2,72.4,87.9,79.62,B
STU0678,Female,Government,Urban,Dance,Primary,Low,4.5,84.9,6.4,56.2,61.1,49.4,51.1,54.45,D
STU0679,Male,Semi-Private,Urban,Art,Secondary,Low,2.0,100.0,6.4,69.8,74.4,67.0,55.9,66.77,C
STU0680,Male,Semi-Private,Urban,Coding,Primary,High,4.4,71.3,6.8,68.0,73.8,65.5,59.3,66.65,C
STU0681,Female,Government,Urban,Music,Graduate,Middle,2.7,75.0,7.7,67.4,62.3,65.0,67.3,65.5,C
STU0682,Female,Government,Semi-Urban,Music,Post-Graduate,Middle,6.4,95.0,6.1,92.0,97.8,92.1,98.9,95.2,A+
STU0683,Female,Semi-Private,Urban,None,Post-Graduate,Middle,6.7,76.3,8.3,94.9,100.0,85.9,85.0,91.45,A+
STU0684,Female,Semi-Private,Rural,None,Secondary,Middle,6.3,66.9,7.9,77.5,93.5,60.1,73.4,76.12,B
STU0685,Male,Private,Urban,Sports,Secondary,Low,2.6,59.8,4.5,78.4,81.4,55.4,69.1,71.08,B
STU0686,Male,Government,Urban,Music,Secondary,Low,5.0,67.9,6.5,58.6,65.1,56.3,56.0,59.0,D
STU0687,Female,Government,Urban,Coding,Secondary,,0.5,99.1,7.3,64.4,67.2,68.0,68.2,66.95,C
STU0688,Male,Semi-Private,Urban,Music,Primary,Low,5.6,76.8,8.8,59.0,62.8,53.5,60.9,59.05,D
STU0689,Female,Semi-Private,Rural,Coding,Primary,Middle,3.9,68.9,5.6,64.5,71.1,74.9,59.2,67.42,C
STU0690,Female,Private,Semi-Urban,Coding,Secondary,Low,1.3,76.9,4.9,74.1,64.4,69.3,69.0,69.2,C
STU0691,Male,Semi-Private,Urban,Dance,No Schooling,Middle,4.9,81.9,7.3,77.8,79.6,90.4,67.7,78.88,B
STU0692,Female,Government,Semi-Urban,None,No Schooling,Low,3.5,55.7,5.8,60.0,62.0,55.3,64.3,60.4,C
STU0693,Male,Government,Urban,Coding,Graduate,Middle,3.5,67.3,6.9,80.6,77.0,86.2,85.5,82.32,A
STU0694,Female,Government,Urban,Sports,Graduate,High,4.8,60.1,6.1,71.3,62.1,62.3,59.0,63.68,C
STU0695,Female,Government,Rural,Dance,Post-Graduate,Low,5.5,95.6,8.1,70.0,67.2,73.1,58.5,67.2,C
STU0696,Male,Semi-Private,Semi-Urban,Coding,Secondary,Low,4.4,76.6,7.9,56.3,58.2,57.6,50.5,55.65,D
STU0697,Female,Semi-Private,Semi-Urban,Dance,Secondary,Middle,0.6,75.9,6.3,55.0,53.7,54.6,58.0,55.32,D
STU0698,Female,Government,Rural,None,Primary,Low,4.4,75.8,8.8,58.4,60.1,57.5,51.7,56.92,D
STU0699,Male,Private,Semi-Urban,Dance,Primary,Low,2.4,64.6,,68.4,62.8,74.6,69.3,68.77,C
STU0700,Male,Private,Rural,None,Graduate,Low,4.7,84.2,7.4,80.5,81.4,72.2,61.4,73.88,B
STU0701,Male,Government,Semi-Urban,Music,,High,4.5,100.0,6.2,66.9,69.0,62.9,61.0,64.95,C
STU0702,Male,Semi-Private,Rural,Music,Graduate,Middle,3.5,70.6,6.1,69.0,61.4,85.6,64.1,70.03,B
STU0703,Female,Private,Rural,None,Graduate,High,3.8,88.7,8.8,80.4,72.2,77.8,65.8,74.05,B
STU0704,Female,Private,Rural,Coding,Graduate,Middle,1.2,76.7,7.1,66.3,71.1,71.4,60.1,67.22,C
STU0705,Female,Government,Rural,Art,Graduate,High,6.3,68.8,7.3,77.0,77.8,68.6,77.4,75.2,B
STU0706,Male,Private,Urban,Art,Graduate,High,4.4,88.9,6.4,92.6,86.5,79.6,81.1,84.95,A
STU0707,Female,Private,Urban,Sports,Graduate,High,4.3,58.5,7.3,73.4,70.9,73.7,69.6,71.9,B
STU0708,Male,Government,Rural,Art,Graduate,Low,4.3,60.9,7.0,69.7,72.5,66.2,73.7,70.52,B
STU0709,Male,Government,Rural,Sports,Graduate,Middle,1.2,99.2,7.0,84.0,78.5,75.0,68.8,76.58,B
STU0710,Female,Private,Rural,None,Secondary,Middle,5.3,73.2,9.0,83.5,92.8,62.6,76.6,78.88,B
STU0711,Male,Private,Urban,Coding,Secondary,Middle,3.3,92.3,,88.1,91.5,65.7,58.6,75.98,B
STU0712,Female,Government,Semi-Urban,None,Secondary,Middle,4.0,76.6,,64.5,69.5,44.4,49.9,57.08,D
STU0713,Female,Government,Rural,None,,,3.0,47.5,7.6,63.9,64.9,62.2,64.4,63.85,C
STU0714,Female,Government,Urban,Sports,Post-Graduate,High,2.0,86.2,6.6,64.8,68.5,51.6,56.1,60.25,C
STU0715,Male,Semi-Private,Rural,Dance,Secondary,High,3.0,82.4,5.8,76.3,89.0,56.0,71.1,73.1,B
STU0716,Female,Government,Urban,Sports,Primary,,3.6,69.0,6.1,71.2,68.6,58.6,54.4,63.2,C
STU0717,Male,Government,Urban,Coding,Secondary,Middle,3.8,91.2,8.3,83.0,80.7,60.3,55.4,69.85,C
STU0718,Female,Semi-Private,Semi-Urban,Coding,Graduate,Middle,3.1,89.2,5.8,77.1,89.7,65.7,64.8,74.32,B
STU0719,Female,Semi-Private,Semi-Urban,Dance,,Middle,3.7,68.9,5.8,68.7,76.5,58.1,58.9,65.55,C
STU0720,Male,Private,Urban,Music,Secondary,Middle,3.4,91.0,7.1,68.3,67.3,67.1,60.2,65.72,C
STU0721,Female,Private,Urban,Music,Graduate,High,1.8,80.6,6.6,74.9,70.2,70.0,78.2,73.32,B
STU0722,Female,Private,Rural,Dance,Graduate,High,3.8,78.8,5.8,87.6,85.1,75.6,63.7,78.0,B
STU0723,Female,Government,Semi-Urban,Coding,Graduate,,3.8,69.2,8.1,74.8,87.0,73.9,62.7,74.6,B
STU0724,Female,Private,Rural,Dance,Graduate,High,2.8,67.0,6.5,75.6,76.1,59.3,65.9,69.22,C
STU0725,Male,Private,Rural,Art,Graduate,Middle,5.3,95.0,5.4,91.9,98.2,79.3,80.5,87.48,A
STU0726,Male,Government,Semi-Urban,Dance,No Schooling,Middle,3.8,82.6,7.4,77.3,78.7,64.4,76.8,74.3,B
STU0727,Male,Government,Rural,Dance,No Schooling,High,4.4,89.3,8.0,72.5,74.4,66.2,65.6,69.68,C
STU0728,Male,Semi-Private,Rural,None,Post-Graduate,Middle,2.6,72.2,7.6,73.4,77.0,50.8,72.3,68.38,C
STU0729,Male,Government,Rural,Sports,Secondary,Low,2.8,84.0,7.8,66.2,65.5,79.5,69.3,70.12,B
STU0730,Female,Government,Urban,Dance,Secondary,Middle,3.4,73.8,7.8,71.4,69.9,68.5,55.4,66.3,C
STU0731,Male,Semi-Private,Semi-Urban,None,Graduate,Middle,2.0,86.0,6.7,77.0,86.5,73.5,77.5,78.62,B
STU0732,Female,Government,Urban,Dance,,Low,1.1,61.2,6.4,77.6,76.3,54.7,68.7,69.32,C
STU0733,Female,Government,Rural,Art,Secondary,Middle,5.9,61.4,6.2,84.2,87.4,78.3,75.7,81.4,A
STU0734,Female,Semi-Private,Rural,Dance,Primary,High,3.0,64.7,7.0,56.7,63.2,51.4,54.4,56.42,D
STU0735,Female,Government,Urban,Dance,Primary,High,3.7,77.9,5.0,59.5,62.9,64.5,58.5,61.35,C
STU0736,Female,Private,Urban,None,Graduate,Middle,4.3,51.4,5.6,87.4,92.0,77.0,67.6,81.0,A
STU0737,Male,Private,Rural,Dance,Primary,Middle,3.6,83.5,8.6,69.3,59.5,61.1,52.5,60.6,C
STU0738,Male,Government,Semi-Urban,None,Secondary,Low,2.2,85.4,8.1,66.0,67.4,60.7,57.2,62.82,C
STU0739,Male,Government,Rural,Sports,Graduate,Middle,5.5,57.0,7.2,84.9,92.6,88.2,80.2,86.48,A
STU0740,Female,Private,Rural,None,Post-Graduate,Middle,3.2,73.1,8.8,84.7,98.2,64.4,84.7,83.0,A
STU0741,Female,Private,Urban,Coding,Post-Graduate,Middle,4.9,100.0,7.5,100.0,100.0,76.1,83.2,89.82,A
STU0742,Male,Private,Semi-Urban,Sports,Post-Graduate,Middle,6.1,72.7,7.0,92.6,94.2,65.7,88.1,85.15,A
STU0743,Female,Government,Urban,Coding,Secondary,Low,2.0,65.9,5.4,59.6,63.1,64.3,54.2,60.3,C
STU0744,Female,Government,Urban,Dance,Post-Graduate,High,5.2,73.5,6.7,63.6,68.0,66.8,61.2,64.9,C
STU0745,Female,Government,Urban,Sports,Graduate,Middle,4.1,92.1,8.2,76.8,64.6,60.6,65.2,66.8,C
STU0746,Female,Semi-Private,Semi-Urban,Music,Post-Graduate,Middle,2.6,64.2,7.7,69.4,62.5,52.6,64.5,62.25,C
STU0747,Female,Government,Rural,Coding,Primary,Low,4.6,84.6,9.3,79.5,80.4,80.2,65.1,76.3,B
STU0748,Female,Semi-Private,Urban,Music,No Schooling,Middle,4.2,83.1,,50.0,49.5,35.9,48.7,46.03,F
STU0749,Female,Government,Urban,None,Secondary,Low,3.1,77.9,4.0,61.8,59.5,55.2,63.5,60.0,C
STU0750,Male,Government,Semi-Urban,Art,Graduate,High,6.9,73.5,7.5,90.5,92.8,77.5,77.6,84.6,A
STU0751,Male,Private,Urban,Dance,Secondary,High,4.6,89.1,4.1,98.3,100.0,100.0,88.4,96.68,A+
STU0752,Male,Government,Rural,Coding,Post-Graduate,Low,2.4,64.3,6.4,77.3,68.1,69.4,72.4,71.8,B
STU0753,Female,Private,Rural,Music,Secondary,Middle,4.5,82.8,8.1,86.4,78.2,88.6,84.9,84.52,A
STU0754,Male,Semi-Private,Urban,Art,No Schooling,Low,3.7,59.4,9.0,50.2,47.7,51.4,35.1,46.1,F
STU0755,Female,Semi-Private,Urban,None,Graduate,High,2.3,89.6,,65.3,68.7,56.7,65.2,63.97,C
STU0756,Female,Government,Semi-Urban,Sports,Graduate,Low,3.6,87.1,7.5,79.7,78.5,68.1,64.1,72.6,B
STU0757,Female,Government,Rural,Dance,Secondary,Low,4.6,73.0,8.9,59.1,55.9,55.9,47.0,54.48,D
STU0758,Male,Semi-Private,Urban,Coding,,Low,2.6,75.2,7.1,70.0,78.6,65.2,59.5,68.32,C
STU0759,Male,Semi-Private,Rural,Sports,Graduate,Middle,1.9,83.7,6.3,68.9,72.9,59.5,56.6,64.48,C
STU0760,Male,Government,Semi-Urban,Dance,Secondary,Low,1.9,61.7,9.2,62.4,61.3,62.5,59.4,61.4,C
STU0761,Female,Semi-Private,Urban,Music,Graduate,Middle,2.0,74.4,8.2,75.2,86.0,69.2,61.4,72.95,B
STU0762,Male,Private,Rural,Art,Secondary,Middle,4.8,78.0,7.1,60.7,61.3,51.0,60.6,58.4,D
STU0763,Male,Government,Urban,None,Graduate,Middle,4.6,57.5,5.2,71.6,77.3,63.0,50.3,65.55,C
STU0764,Female,Semi-Private,Rural,Dance,Primary,Middle,2.6,88.8,6.6,63.1,57.3,62.7,65.9,62.25,C
STU0765,Female,Government,Rural,Music,Secondary,Low,3.7,100.0,6.1,76.5,68.1,61.6,58.3,66.12,C
STU0766,Female,Private,Rural,Coding,Secondary,High,2.0,100.0,4.9,62.8,58.0,49.9,61.1,57.95,D
STU0767,Female,Private,Rural,None,Secondary,Low,3.0,54.6,8.6,79.0,82.2,61.9,65.6,72.18,B
STU0768,Female,Government,Urban,Dance,Primary,High,3.0,91.9,7.7,59.7,58.9,52.9,52.8,56.08,D
STU0769,Male,Private,Urban,Music,Secondary,Middle,4.4,70.4,6.1,75.2,74.2,66.9,62.0,69.58,C
STU0770,Male,Private,Rural,None,Graduate,Middle,5.8,76.7,6.3,99.8,100.0,80.9,73.0,88.43,A
STU0771,Male,Government,Semi-Urban,Sports,Primary,Low,2.4,66.2,,57.3,58.2,53.7,50.6,54.95,D
STU0772,Male,Government,Rural,Art,Primary,Low,2.8,85.3,5.8,71.4,78.8,65.7,56.5,68.1,C
STU0773,Male,Private,Urban,Art,No Schooling,Middle,4.4,48.0,10.0,68.6,65.3,70.7,52.9,64.37,C
STU0774,Female,Semi-Private,Urban,Coding,No Schooling,Low,1.8,63.6,6.1,72.4,63.9,73.7,63.0,68.25,C
STU0775,Female,Semi-Private,Urban,Coding,Secondary,Middle,2.6,50.9,,66.7,76.5,45.7,59.4,62.08,C
STU0776,Male,Government,Rural,Sports,,Middle,5.3,71.1,6.2,72.3,69.5,68.8,66.4,69.25,C
STU0777,Female,Private,Semi-Urban,Art,Post-Graduate,Low,5.8,74.2,4.8,91.7,98.9,67.2,84.8,85.65,A
STU0778,Male,Government,Urban,Art,Primary,Low,2.6,59.1,5.5,55.3,57.7,56.6,43.8,53.35,D
STU0779,Male,Government,Urban,Dance,Primary,High,2.8,84.3,8.3,70.3,79.1,69.1,54.5,68.25,C
STU0780,Female,Private,Semi-Urban,Music,Secondary,Middle,5.0,83.2,6.6,76.7,73.0,62.2,74.7,71.65,B
STU0781,Female,Government,Rural,Sports,Primary,High,5.4,88.4,7.5,77.7,82.9,73.7,67.9,75.55,B
STU0782,Female,Semi-Private,Semi-Urban,Coding,Primary,Low,3.5,94.9,7.5,80.2,78.5,64.9,85.9,77.38,B
STU0783,Female,Semi-Private,Urban,Music,Graduate,Low,2.9,74.8,7.6,77.0,73.0,69.4,55.2,68.65,C
STU0784,Male,Private,Rural,Art,Graduate,Middle,4.8,80.7,,77.0,87.1,71.1,71.9,76.78,B
STU0785,Female,Private,Urban,Music,Primary,High,4.5,65.7,9.0,78.2,73.7,69.4,64.9,71.55,B
STU0786,Male,Semi-Private,Urban,None,Secondary,Middle,3.9,78.8,8.1,81.8,77.1,80.5,68.0,76.85,B
STU0787,Male,Government,Urban,Sports,No Schooling,Middle,6.7,79.4,7.6,61.8,55.1,51.3,53.6,55.45,D
STU0788,Male,Government,Semi-Urban,Sports,Secondary,Low,4.3,96.3,7.3,61.0,58.3,60.9,66.2,61.6,C
STU0789,Female,Government,Urban,Sports,Secondary,High,2.2,84.4,5.3,71.2,72.2,55.7,53.2,63.08,C
STU0790,Female,Government,Rural,Dance,Graduate,Middle,4.6,84.7,8.0,69.6,68.6,47.3,51.8,59.32,D
STU0791,Female,Semi-Private,Semi-Urban,Music,Graduate,Low,2.9,74.4,6.8,78.6,80.9,58.1,75.2,73.2,B
STU0792,Male,Government,Urban,Music,Post-Graduate,Middle,3.7,38.8,6.0,80.5,71.0,65.5,84.3,75.32,B
STU0793,Male,Government,Semi-Urban,Coding,Primary,Low,5.1,78.3,,57.2,57.0,58.9,48.6,55.42,D
STU0794,Male,Semi-Private,Rural,Dance,Graduate,Middle,5.2,72.3,8.2,66.6,58.0,66.0,68.9,64.88,C
STU0795,Female,Private,Urban,Sports,No Schooling,Middle,0.5,64.7,5.3,66.9,64.3,60.1,67.6,64.72,C
STU0796,Male,Private,Urban,Dance,Graduate,Middle,3.1,86.9,6.5,91.2,89.8,65.8,82.9,82.43,A
STU0797,Male,Government,Urban,Dance,Secondary,Middle,3.2,89.8,7.2,82.3,82.1,89.5,75.1,82.25,A
STU0798,Male,Government,Urban,Art,Primary,Middle,3.9,65.9,6.8,69.3,71.5,51.7,60.8,63.32,C
STU0799,Male,Semi-Private,Urban,Sports,,Middle,2.6,78.5,7.5,68.4,60.8,66.0,69.1,66.07,C
STU0800,Male,Government,Rural,Coding,Secondary,Middle,3.5,76.7,8.4,67.6,64.9,59.2,66.7,64.6,C
STU0801,Male,Semi-Private,Urban,None,Graduate,Middle,3.8,91.6,7.7,81.4,95.1,77.4,69.1,80.75,A
STU0802,Female,Semi-Private,Rural,Coding,Primary,Low,1.4,83.2,7.1,77.3,76.8,81.3,58.7,73.52,B
STU0803,Female,Private,Rural,Art,Graduate,Middle,3.7,86.6,6.5,84.8,83.6,78.6,70.4,79.35,B
STU0804,Female,Semi-Private,Rural,Sports,Graduate,High,5.4,73.6,5.3,74.4,62.9,73.9,60.1,67.82,C
STU0805,Female,Government,Rural,Sports,Graduate,Middle,2.1,83.0,6.9,68.7,69.7,88.0,62.6,72.25,B
STU0806,Male,Semi-Private,Rural,Sports,Post-Graduate,Low,4.2,88.5,6.6,70.8,61.3,73.3,68.0,68.35,C
STU0807,Male,Private,Rural,Music,No Schooling,Middle,4.1,100.0,7.6,73.9,59.0,54.8,69.8,64.38,C
STU0808,Male,Government,Urban,Sports,Secondary,Middle,1.2,71.5,6.8,56.4,59.0,30.9,56.3,50.65,D
STU0809,Male,Private,Rural,Sports,Secondary,Low,3.4,73.6,,72.8,75.4,71.1,67.6,71.72,B
STU0810,Female,Semi-Private,Semi-Urban,None,No Schooling,Middle,3.8,69.1,6.5,53.5,43.8,46.8,50.6,48.68,F
STU0811,Female,Private,Rural,Sports,Graduate,Low,5.8,72.6,6.3,76.4,68.0,76.3,68.7,72.35,B
STU0812,Male,Private,Rural,Dance,Graduate,High,3.4,94.6,7.5,83.0,78.3,55.2,83.0,74.88,B
STU0813,Male,Private,Rural,Sports,Graduate,Middle,4.5,68.1,7.1,87.8,99.5,89.0,74.8,87.78,A
STU0814,Female,Private,Urban,Sports,Secondary,Middle,2.9,82.7,7.5,72.9,74.6,66.2,64.8,69.62,C
STU0815,Male,Private,Rural,Coding,Post-Graduate,Low,4.4,90.0,,89.8,93.3,98.0,64.7,86.45,A
STU0816,Female,Private,Semi-Urban,Sports,Secondary,Middle,5.3,92.4,7.0,92.4,99.8,83.5,78.1,88.45,A
STU0817,Female,Private,Rural,Music,Secondary,Low,1.5,95.5,6.6,96.0,100.0,90.9,82.7,92.4,A+
STU0818,Female,Private,Urban,Art,Post-Graduate,Low,4.2,83.6,7.2,84.8,85.7,74.1,84.2,82.2,A
STU0819,Female,Government,Urban,Music,Primary,High,4.8,82.5,8.5,62.2,64.9,54.2,48.4,57.42,D
STU0820,Male,Semi-Private,Urban,None,Graduate,High,3.8,71.2,6.4,81.0,81.1,76.2,71.9,77.55,B
STU0821,Male,Private,Urban,Coding,Graduate,High,4.3,54.4,6.3,84.6,72.8,74.4,74.6,76.6,B
STU0822,Female,Government,Urban,Coding,Post-Graduate,Low,5.1,70.9,7.4,67.0,68.7,57.2,66.1,64.75,C
STU0823,Female,Government,Urban,None,Primary,Middle,1.9,79.9,6.8,50.7,47.4,51.1,45.3,48.62,F
STU0824,Female,Government,Semi-Urban,Dance,Post-Graduate,High,4.6,90.2,8.7,68.9,51.3,59.0,67.4,61.65,C
STU0825,Male,Government,Rural,Dance,No Schooling,Middle,5.8,96.0,7.8,66.9,62.2,65.1,63.3,64.38,C
STU0826,Female,Private,Rural,None,Secondary,Middle,3.3,78.1,8.0,83.4,80.4,63.3,69.4,74.12,B
STU0827,Male,Semi-Private,Rural,Art,Primary,Middle,3.0,91.5,8.1,73.2,78.7,67.3,58.8,69.5,C
STU0828,Female,Government,Semi-Urban,Coding,Primary,Middle,3.0,80.0,6.2,64.3,63.4,58.1,74.1,64.97,C
STU0829,Female,Semi-Private,Urban,Art,Post-Graduate,High,4.4,80.5,7.1,74.4,69.9,50.3,63.7,64.58,C
STU0830,Female,Government,Semi-Urban,None,Graduate,Middle,6.1,74.4,7.8,68.7,60.8,53.6,51.1,58.55,D
STU0831,Female,Private,Urban,Sports,Graduate,Middle,7.1,72.3,,90.4,89.0,61.3,77.1,79.45,B
STU0832,Female,Private,Semi-Urban,Music,Primary,Low,6.4,71.0,5.9,81.0,81.9,74.7,68.1,76.43,B
STU0833,Female,Private,Semi-Urban,Music,Graduate,Middle,3.5,71.4,8.1,82.7,86.0,68.9,66.0,75.9,B
STU0834,Female,Government,Urban,Sports,Secondary,Low,2.7,69.9,6.8,74.2,79.1,65.5,67.1,71.47,B
STU0835,Female,Private,Urban,Art,Secondary,Low,1.7,88.2,7.4,64.6,56.0,70.6,61.0,63.05,C
STU0836,Female,Private,Rural,Music,Graduate,Middle,4.7,93.2,7.7,85.5,87.0,77.7,62.3,78.12,B
STU0837,Female,Government,Urban,Music,Graduate,Middle,8.4,68.9,8.8,83.9,82.9,78.7,76.0,80.38,A
STU0838,Female,Government,Rural,Dance,Secondary,Low,4.3,67.3,7.2,68.9,67.3,59.7,68.3,66.05,C
STU0839,Male,Government,Rural,Art,Secondary,High,4.5,75.8,4.6,70.3,71.5,58.9,57.5,64.55,C
STU0840,Male,Government,Urban,None,Graduate,Middle,3.9,67.5,7.2,68.9,79.1,52.1,53.7,63.45,C
STU0841,Female,Private,Urban,None,Primary,Middle,4.8,65.8,7.3,77.1,75.3,76.3,62.4,72.77,B
STU0842,Male,Semi-Private,Rural,Sports,Graduate,Middle,3.1,73.8,5.0,77.2,77.8,83.0,66.1,76.03,B
STU0843,Female,Government,Urban,Music,Graduate,Middle,4.5,80.9,8.8,68.0,62.0,72.2,62.0,66.05,C
STU0844,Male,Government,Urban,None,Graduate,Middle,3.6,80.8,4.0,74.7,68.0,59.0,59.6,65.32,C
STU0845,Female,Government,Rural,Sports,Primary,High,4.7,74.2,7.7,71.1,64.2,75.5,61.8,68.15,C
STU0846,Male,Private,Rural,Dance,Graduate,Low,4.0,71.7,,82.2,72.6,73.6,72.0,75.1,B
STU0847,Female,Semi-Private,Urban,Art,Primary,High,4.8,85.3,8.3,87.1,83.1,90.8,78.4,84.85,A
STU0848,Male,Government,Urban,Music,Graduate,Middle,2.6,82.7,7.7,70.1,80.7,67.7,53.6,68.03,C
STU0849,Female,Semi-Private,Rural,Music,,Middle,5.6,80.1,8.8,81.7,76.9,77.0,67.4,75.75,B
STU0850,Male,Government,Rural,Sports,Secondary,Middle,5.5,71.2,7.6,63.9,61.8,62.0,53.6,60.32,C
STU0851,Female,Government,Rural,Music,Post-Graduate,Middle,3.6,94.0,7.4,85.9,77.4,64.5,87.3,78.78,B
STU0852,Female,Government,Urban,Art,Secondary,Middle,3.2,62.3,6.6,78.4,77.1,61.5,77.4,73.6,B
STU0853,Male,Government,Semi-Urban,None,Graduate,Low,2.1,71.3,4.9,65.8,59.3,55.9,59.4,60.1,C
STU0854,Male,Government,Rural,Sports,Graduate,Middle,2.3,66.2,9.6,47.6,45.5,42.5,34.8,42.6,F
STU0855,Male,Private,Urban,Art,Secondary,Middle,3.4,78.0,6.4,85.4,83.3,78.5,81.7,82.22,A
STU0856,Male,Private,Rural,Music,Primary,Middle,4.2,70.0,,85.6,84.9,74.1,83.9,82.12,A
STU0857,Male,Government,Urban,None,Graduate,Middle,4.3,79.1,6.0,74.5,81.1,64.3,66.2,71.52,B
STU0858,Male,Government,Urban,Art,Graduate,Middle,6.6,84.3,5.7,76.5,87.2,79.9,65.0,77.15,B
STU0859,Female,Government,Semi-Urban,None,Primary,Middle,3.2,93.2,,76.4,87.0,80.8,63.4,76.9,B
STU0860,Male,Semi-Private,Semi-Urban,None,Secondary,Middle,3.1,80.6,7.5,81.0,81.6,78.7,76.8,79.53,B
STU0861,Female,Government,Rural,Sports,Graduate,High,3.9,80.4,9.1,73.8,74.8,61.9,70.6,70.28,B
STU0862,Male,Government,Semi-Urban,Music,Post-Graduate,Middle,2.6,83.2,8.2,81.6,82.2,77.7,65.0,76.62,B
STU0863,Female,Government,Rural,Dance,,Low,6.3,50.6,7.3,67.2,71.8,72.4,55.0,66.6,C
STU0864,Female,Government,Semi-Urban,Dance,Graduate,Middle,6.7,78.7,6.9,90.2,86.1,79.7,71.9,81.98,A
STU0865,Male,Private,Semi-Urban,Dance,Post-Graduate,Middle,5.2,64.7,7.4,88.7,82.6,91.1,90.5,88.22,A
STU0866,Female,Government,Semi-Urban,Art,Secondary,High,5.4,70.2,6.7,68.8,56.8,79.0,64.1,67.18,C
STU0867,Female,Government,Semi-Urban,Dance,No Schooling,Low,3.8,76.6,7.3,63.6,68.9,66.9,65.7,66.28,C
STU0868,Male,Semi-Private,Rural,Coding,Secondary,Middle,5.0,89.4,6.0,85.3,86.6,82.5,76.2,82.65,A
STU0869,Female,Semi-Private,Rural,Coding,Post-Graduate,,5.9,56.8,6.3,84.5,79.6,79.6,77.5,80.3,A
STU0870,Female,Semi-Private,Urban,Music,Post-Graduate,Middle,3.5,80.9,6.9,94.4,100.0,90.3,80.5,91.3,A+
STU0871,Male,Semi-Private,Semi-Urban,Dance,Primary,Middle,6.1,79.2,7.4,86.8,82.8,82.1,86.7,84.6,A
STU0872,Female,Private,Semi-Urban,None,Graduate,High,4.0,83.2,6.9,73.3,82.4,57.5,67.9,70.28,B
STU0873,Female,Semi-Private,Urban,Coding,Primary,High,3.9,100.0,7.2,82.1,76.9,85.4,72.3,79.18,B
STU0874,Female,Private,Urban,None,Graduate,Middle,2.7,96.7,5.9,89.5,90.6,81.8,65.7,81.9,A
STU0875,Female,Private,Urban,None,,Middle,4.3,81.5,5.6,85.1,87.7,96.8,78.8,87.1,A
STU0876,Male,Semi-Private,Urban,Dance,Post-Graduate,,5.7,84.7,6.9,79.4,76.2,94.6,74.2,81.1,A
STU0877,Female,Private,Urban,Music,Primary,Middle,0.6,77.6,5.0,74.3,66.6,66.1,75.4,70.6,B
STU0878,Male,Semi-Private,Rural,Music,Graduate,,4.5,87.1,8.0,82.0,82.2,76.3,70.5,77.75,B
STU0879,Male,Government,Urban,Dance,Secondary,Low,5.1,78.4,5.4,63.9,59.2,55.9,53.2,58.05,D
STU0880,Female,Government,Urban,Music,Secondary,Middle,4.2,83.1,6.5,73.1,63.6,59.5,78.4,68.65,C
STU0881,Male,Government,Urban,Coding,Graduate,Middle,1.0,70.0,7.6,70.1,59.2,64.1,53.4,61.7,C
STU0882,Female,Private,Urban,Dance,Secondary,Middle,2.0,80.8,8.1,66.4,67.5,61.7,54.6,62.55,C
STU0883,Female,Semi-Private,Rural,Music,Secondary,Middle,3.9,94.3,7.8,69.8,56.0,53.9,73.8,63.38,C
STU0884,Male,Semi-Private,Urban,Sports,Graduate,Low,1.5,84.8,7.6,76.3,74.5,60.9,74.9,71.65,B
STU0885,Female,Private,Rural,Sports,Graduate,Low,8.0,79.4,10.0,96.8,100.0,63.5,82.9,85.8,A
STU0886,Male,Government,Urban,Music,Primary,,5.9,43.2,5.7,70.9,61.8,55.9,62.4,62.75,C
STU0887,Male,Government,Rural,None,Graduate,Middle,2.4,82.6,7.4,68.3,60.2,69.8,60.8,64.78,C
STU0888,Male,Private,Semi-Urban,Coding,Graduate,Low,5.3,77.0,,100.0,100.0,100.0,93.4,98.35,A+
STU0889,Female,Private,Rural,Sports,Primary,Low,5.0,65.1,7.4,73.2,57.3,51.5,72.1,63.52,C
STU0890,Male,Government,Urban,Coding,Graduate,High,3.5,77.2,6.4,75.3,74.9,58.3,72.1,70.15,B
STU0891,Female,Government,Urban,Art,Graduate,Middle,5.5,77.3,7.7,72.3,69.3,76.3,70.9,72.2,B
STU0892,Male,Private,Semi-Urban,Coding,Graduate,Middle,0.9,78.1,7.6,61.1,69.7,50.1,60.5,60.35,C
